2026-04-01 02:44:32 | app.components.graph_viz | INFO | GraphVisualizer initialized
2026-04-01 02:44:32 | app.components.graph_viz | INFO | ✅ Added 1 nodes
2026-04-01 02:44:32 | app.components.graph_viz | INFO | ✅ Graph: 1 nodes, 0 edges
2026-04-01 02:44:32 | app.components.graph_viz | INFO | 📊 Saved: data\temp_graph.html
2026-04-01 02:44:33 | app.utils.exporter | INFO | Exporter initialized: data/crawled_graphs
2026-04-01 02:45:22 | app.components.graph_viz | INFO | GraphVisualizer initialized
2026-04-01 02:45:22 | app.components.graph_viz | INFO | ✅ Added 1 nodes
2026-04-01 02:45:22 | app.components.graph_viz | INFO | ✅ Graph: 1 nodes, 0 edges
2026-04-01 02:45:22 | app.components.graph_viz | INFO | 📊 Saved: data\temp_graph.html
2026-04-01 02:45:23 | app.utils.exporter | INFO | Exporter initialized: data/crawled_graphs
